0.549216509,0.482801616,0.46104458,0.421965182,0.407483846,0.168185025,0.466085404,0.254930496,0.459325999,0.299511254,0.53225559,0.268416017,0.50849998,0.34360075,0.594898939,0.29208371,0.55620873,0.384408385,0.654874861,0.324878842,0.612731934,0.380260915,0
0.416915715,0.743079662,0.313187957,0.709571123,0.32628414,0.515558779,0.321534991,0.470331967,0.339401543,0.221922547,0.385036975,0.459856898,0.396820545,0.189339131,0.442837477,0.471463859,0.448865503,0.211981565,0.499903649,0.501449883,0.500434875,0.287342757,1
0.461321115,0.74922657,0.352390617,0.622455418,0.356409192,0.288705111,0.439581513,0.381130815,0.361976922,0.499532044,0.513058841,0.410430372,0.404626936,0.566095591,0.580971718,0.45004946,0.450928956,0.608558297,0.644460499,0.504494905,0.513015687,0.611408353,0
0.501474142,0.828181267,0.425012857,0.801233649,0.430799127,0.676589906,0.40764153,0.674123704,0.416391343,0.5098176,0.448381245,0.658697307,0.453058869,0.481020004,0.48610419,0.655911028,0.483508229,0.490424246,0.5241009,0.665174007,0.517136395,0.532499254,1
0.494506717,0.694155991,0.413942248,0.664393008,0.418307722,0.491072506,0.38664636,0.476789892,0.38785845,0.281259894,0.437895596,0.460258096,0.428817451,0.255840957,0.484734029,0.463688195,0.473574609,0.274874002,0.532255828,0.482399136,0.519049525,0.33897984,1
0.469807446,0.656882346,0.382515967,0.586927891,0.333787739,0.343354404,0.390046149,0.420823812,0.38330254,0.483126611,0.45347017,0.43342644,0.433923721,0.534984291,0.513671577,0.453551978,0.47808978,0.564880431,0.568967342,0.481987387,0.52796185,0.55395925,0
0.516675472,0.746503711,0.422462434,0.715417624,0.434057176,0.53312099,0.418439597,0.522955298,0.427224725,0.293527275,0.472292006,0.510253072,0.482312262,0.262918383,0.522531986,0.514389753,0.525935888,0.270606041,0.573571801,0.533972502,0.56417954,0.327552617,1
0.395937502,0.472853839,0.339978009,0.435964078,0.43417713,0.331708312,0.319399267,0.315507501,0.34561637,0.169492871,0.363190651,0.307595253,0.386923134,0.154038489,0.407073259,0.312260449,0.430104554,0.165743619,0.453998655,0.328292727,0.479448467,0.205569029,1
0.40694651,0.29827404,0.326863497,0.268321663,0.270512074,0.083255604,0.325810343,0.123299234,0.329865426,0.176767439,0.379399389,0.124864057,0.382379353,0.210156351,0.428935081,0.136513636,0.426182956,0.219305769,0.47694242,0.157052621,0.45786351,0.219078958,0
0.351228684,0.923184991,0.284600466,0.898887157,0.389320821,0.759967148,0.241475463,0.721348226,0.250070214,0.511839747,0.292970479,0.70221442,0.30006367,0.477806568,0.342457265,0.704504311,0.348230451,0.500094414,0.391017288,0.72478193,0.392598569,0.561666846,1
0.572918057,0.65136832,0.496329159,0.570365369,0.50282681,0.317985654,0.540726244,0.398817271,0.525901079,0.458061934,0.60044986,0.424200505,0.561875343,0.509575129,0.655447125,0.459916949,0.596701682,0.536919236,0.705198169,0.507058084,0.647031665,0.547230899,0
0.463518441,0.92686379,0.321434617,0.859846652,0.39715752,0.620985806,0.322028905,0.553306043,0.352727294,0.237372875,0.404726654,0.539621592,0.422845721,0.185251266,0.476121187,0.554035783,0.491699576,0.221878469,0.555575788,0.596967518,0.554998875,0.328116417,1
0.695339382,0.852419674,0.597461879,0.807337642,0.517397583,0.509149253,0.586559474,0.580577791,0.586896241,0.688617945,0.663833797,0.584409595,0.654691756,0.746211648,0.739376426,0.602300227,0.713503361,0.773896992,0.811639428,0.630656123,0.767289042,0.758828938,0
0.689574659,0.466536045,0.575125396,0.416253179,0.478453934,0.138634548,0.557944417,0.234059945,0.576799631,0.272517204,0.62938273,0.240544781,0.639958382,0.326957345,0.694030702,0.256074011,0.692248225,0.362866193,0.755248547,0.281907976,0.746304989,0.365602523,0
